Date,Price,Returns
2015-01-05,62.56825256347656,0.002904173287720413
2015-01-06,62.74942779541016,0.002895641551596828
2015-01-07,62.78716278076172,0.0006013598319110081
2015-01-08,62.68902587890625,-0.0015630090214163728
2015-01-09,62.79470443725586,0.0016857585018748011
2015-01-12,62.87773513793945,0.001322256413621048
2015-01-13,62.9381217956543,0.0009603822017820729
2015-01-14,63.08148956298828,0.002277916201558483
2015-01-15,63.36080932617188,0.004427919586532436
2015-01-16,63.172142028808594,-0.0029776655217905734
2015-01-20,63.10417556762695,-0.0010758929331642353
2015-01-21,62.98342514038086,-0.0019135093067920161
2015-01-22,62.998512268066406,0.00023954123885649992
2015-01-23,63.20230484008789,0.0032348791214993344
2015-01-26,63.12682342529297,-0.0011942826291841957
2015-01-27,63.16457748413086,0.0005980668246767795
2015-01-28,63.39104080200195,0.0035852898395147825
2015-01-29,63.32303237915039,-0.0010728396630050874
2015-01-30,63.67029571533203,0.005483997261886975
2015-02-02,63.59466552734375,-0.0011878410040125909
2015-02-03,63.39802551269531,-0.003092083479295682
2015-02-04,63.42068099975586,0.00035735319637053564
2015-02-05,63.2845573425293,-0.0021463606993921136
2015-02-06,62.87614440917969,-0.006453595482055152
2015-02-09,62.85345077514648,-0.0003609259798998954
2015-02-10,62.739933013916016,-0.0018060704675796346
2015-02-11,62.739933013916016,0.0
2015-02-12,62.77025604248047,0.00048331305291204885
2015-02-13,62.6265754699707,-0.0022889913403018047
2015-02-17,62.376930236816406,-0.00398625074548431
2015-02-18,62.55088424682617,0.0027887555439061185
2015-02-19,62.49794387817383,-0.000846356838752893
2015-02-20,62.51305770874024,0.00024182924474880352
2015-02-23,62.641639709472656,0.0020568822810027587
2015-02-24,62.8988151550293,0.0041055030926617775
2015-02-25,62.95927429199219,0.0009612126526370446
2015-02-26,62.78537368774414,-0.002762112591093935
2015-02-27,62.83833312988281,0.0008434996724246968
2015-03-02,62.63522338867188,-0.0032322585768007617
2015-03-03,62.55942153930664,-0.0012102112080748517
2015-03-04,62.55942153930664,0.0
2015-03-05,62.59732818603516,0.0006059302627134944
2015-03-06,62.23359298706055,-0.005810714442853193
2015-03-09,62.309356689453125,0.0012174084566889398
2015-03-10,62.551849365234375,0.003891753801757547
2015-03-11,62.620059967041016,0.0010904649902254704
2015-03-12,62.66554260253906,0.0007263269233850345
2015-03-13,62.60488510131836,-0.0009679562116844398
2015-03-16,62.72615432739258,0.0019370569226020429
2015-03-17,62.77915954589844,0.0008450257962444585
2015-03-18,63.16570281982422,0.006157190964673154
2015-03-19,62.97624588012695,-0.0029993640732167703
2015-03-20,63.14295196533203,0.0026471264343448375
2015-03-23,63.173301696777344,0.0004806511336685748
2015-03-24,63.27934265136719,0.0016785723041488065
2015-03-25,63.18082427978516,-0.0015568804518846235
2015-03-26,62.97624588012695,-0.0032379824415121883
2015-03-27,63.036895751953125,0.000963059499316854
2015-03-30,63.11265563964844,0.0012018340495925095
2015-03-31,63.18082427978516,0.0010801104698547892
2015-04-01,63.43227767944336,0.003979900587315566
2015-04-02,63.34871673583984,-0.0013173252902221044
2015-04-06,63.4018783569336,0.0008391901814750469
2015-04-07,63.43981170654297,0.0005983000912972436
2015-04-08,63.39432144165039,-0.0007170617892594544
2015-04-09,63.25756454467773,-0.0021572420662083758
2015-04-10,63.227149963378906,-0.0004808054422856811
2015-04-13,63.242374420166016,0.00024078986315090312
2015-04-14,63.35631561279297,0.0018016589932243754
2015-04-15,63.41706848144531,0.0009589078541694107
2015-04-16,63.4018783569336,-0.00023952738395904838
2015-04-17,63.50823593139648,0.0016775145661160895
2015-04-20,63.43981170654297,-0.0010774071087004122
2015-04-21,63.36392593383789,-0.0011961853395169308
2015-04-22,63.12844467163086,-0.0037163300527324195
2015-04-23,63.24995422363281,0.001924798759640023
2015-04-24,63.34871673583984,0.0015614637736784953
2015-04-27,63.30313873291016,-0.0007194779196512124
2015-04-28,63.10566329956055,-0.0031195204108726005
2015-04-29,62.90816879272461,-0.0031295845176119164
2015-04-30,62.97654342651367,0.0010868959485110796
2015-05-01,62.785526275634766,-0.0030331475893370374
2015-05-04,62.69417190551758,-0.00145502276617282
2015-05-05,62.59526824951172,-0.001577557418812603
2015-05-06,62.42020034790039,-0.002796823250496905
