Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-01-02,172.5928497314453,173.81108342603477,171.54265711178826,173.39100637817197,121465900
2015-01-05,169.4759521484375,171.70235625351611,169.16509911256517,171.53432793195645,169632600
2015-01-06,167.87960815429688,170.31605005774304,167.07305453082503,169.78674884172293,209151400
2015-01-07,169.9716033935547,170.31606971102266,168.77018897569735,169.22386662768372,125346700
2015-01-08,172.9877471923828,173.20619549222153,171.3830623898176,171.3998562438545,147217800
2015-01-09,171.6014862060547,173.42461918453904,170.97976751607868,173.40781251190862,158567300
2015-01-12,170.2572479248047,171.89555891315098,169.64393893239904,171.73592755984657,144396100
2015-01-13,169.7783660888672,172.6348853051518,168.4593178117583,171.49227505469077,214553300
2015-01-14,168.75335693359375,168.9549985373519,166.82940964087237,167.7367648084479,192991100
2015-01-15,167.20755004882812,169.71960376718363,167.08992893311657,169.4003537786752,176613900
2015-01-16,169.40029907226562,169.5599304248383,166.81262254253963,166.99745749607263,211879600
2015-01-20,169.76156616210938,170.316071045343,168.17367513811234,170.0472155311437,130991100
2015-01-21,170.61854553222656,171.10583658958484,168.82061575081252,169.29110013178249,122942700
2015-01-22,173.15576171875,173.29017662909783,169.98837723476777,171.38303608996497,174356000
2015-01-23,172.2063751220703,173.15575329243902,172.0719473985302,172.89529477068007,117516800
2015-01-26,172.6097412109375,172.70215871966403,171.26550168915404,171.98803507926854,92009700
2015-01-27,170.3328399658203,171.49224385954864,169.4926858997716,170.52607181148608,134044600
2015-01-28,168.14849853515625,171.63513411401095,167.95526661563423,171.53431968986706,168514300
2015-01-29,169.70274353027344,169.96318926892573,166.92182248985472,168.3500948187939,173585400
2015-01-30,167.56875610351562,169.85397660051842,167.29991342019906,168.50973754446358,197729700
2015-02-02,169.64395141601562,169.73636890000648,166.23292707555905,168.07286700790803,163107000
2015-02-03,172.09718322753906,172.10559297416876,170.173235750488,170.55130257648872,124212900
2015-02-04,171.44186401367188,172.550873711228,170.97977663969016,171.3242429384525,134306700
2015-02-05,173.17259216308594,173.32382659631858,172.038391602656,172.11400240940398,97953200
2015-02-06,172.69374084472656,174.1136038430729,172.1644394662394,173.54229218030696,125672000
2015-02-09,171.92074584960938,172.76929691629522,171.50906570571544,172.0383669164741,87219000
2015-02-10,173.7522735595703,174.01271928869093,171.96274116050532,172.97093637220848,96164200
2015-02-11,173.85311889648438,174.2900027113332,172.9289568809136,173.58427619331837,91087800
2015-02-12,175.5250244140625,175.58384136505023,173.88672619011376,174.65966656193223,97545900
2015-02-13,176.24757385253906,176.2979810610468,175.39061284869427,175.65107145888044,93670400
2015-02-17,176.5247802734375,176.7012182769293,175.67622923884286,175.92826521563927,76968200
2015-02-18,176.54164123535156,176.61725205164237,175.8779121063857,176.14676765729294,80652900
2015-02-19,176.41555786132812,176.7852277238885,175.79385201950788,175.93667668099994,91462500
2015-02-20,177.4741973876953,177.549808197294,175.36540190859282,175.99551762805618,140896400
2015-02-23,177.44894409179688,177.44894409179688,176.83562239972937,177.22209890678926,74411100
2015-02-24,177.9530487060547,178.15469031743768,177.07088428338963,177.37334029059664,72472300
2015-02-25,177.8018341064453,178.31432867160214,177.45736781418313,177.82703770639273,73061700
2015-02-26,177.59181213378906,177.86906457882029,176.97849029187,177.70943321776565,72697900
2015-02-27,176.98684692382812,177.75978707509907,176.93643973435675,177.49093163827467,108076000
2015-03-02,178.10430908203125,178.16311321492225,177.03730956499425,177.08771677025416,87491400
2015-03-03,177.37339782714844,178.15474810744465,176.49964286719592,177.66745700333564,110325800
2015-03-04,176.6256103515625,176.8440586438338,175.64263149554804,176.76843502434386,114497200
2015-03-05,176.81887817382812,177.10452755675703,176.30638354222643,176.95329311772946,76873000
2015-03-06,174.33203125,176.38200995778462,173.99597463090734,175.94512609717356,188128000
2015-03-09,175.0544891357422,175.41574920471177,174.3739664423007,174.53359775453666,89818900
2015-03-10,172.21482849121094,173.75231243131498,172.17281821136902,173.66830469136866,157121300
2015-03-11,171.81153869628906,172.6516929197428,171.72751814604925,172.47525489213365,110145700
2015-03-12,173.99594116210938,174.0631422172109,172.3996404791283,172.45004768032234,93993500
2015-03-13,172.92893981933594,174.69325594030138,171.87874707361757,173.71868681527386,162410900
2015-03-16,175.2393798828125,175.33179736567527,172.95415923360287,173.66829549388217,136099200
2015-03-17,174.71847534179688,175.10493909976398,173.89511498489395,174.49163011532477,94510400
2015-03-18,176.81887817382812,177.49940110010934,173.59267594519036,174.23959834043055,228808500
2015-03-19,176.01229858398438,176.8272491543196,175.61742509857513,176.3987751427998,117917300
2015-03-20,177.5659637451172,178.08074604813032,176.78957308559868,176.97523312124025,177715100
2015-03-23,177.2199249267578,178.15665933073475,177.2199249267578,177.5743632313762,71784500
2015-03-24,176.22412109375,177.55747869968638,176.15660719724096,177.0933415862453,77805300
2015-03-25,173.6417236328125,176.6713494986342,173.59953872435884,176.43505735268658,159521700
2015-03-26,173.22828674316406,174.1565740014048,172.2577888060054,172.96667839877838,153067200
2015-03-27,173.6249237060547,173.8021364473466,172.91603411000304,173.11014142450927,118939000
2015-03-30,175.7430877685547,176.04689386152828,174.6544567802921,174.6713255965425,96180400
2015-03-31,174.20718383789062,175.61651555585468,174.14811722430673,174.9076260541311,126768700
2015-04-01,173.5911407470703,174.1987529740777,172.58689240307308,174.1734368710324,137303600
2015-04-02,174.2156982421875,174.67140114025554,173.33803009314343,173.52369016786565,86900900
2015-04-06,175.38868713378906,175.91190384299773,173.17766129607583,173.31267623986525,114368200
2015-04-07,174.9245147705078,176.17348976098845,174.89076425809918,175.4139809006735,81236300
2015-04-08,175.5152587890625,175.96252715533385,174.7557498704405,175.15238602573186,89351900
2015-04-09,176.29165649414062,176.52794873952502,174.84858691532614,175.34648751260312,85548900
2015-04-10,177.25372314453125,177.29592095150122,176.3423174741864,176.5448463445018,72722900
2015-04-13,176.45204162597656,177.75166215604622,176.40140940113625,177.1102863028299,74436600
2015-04-14,176.78958129882812,176.97524134309504,175.61655440657577,176.2494828637687,75099900
2015-04-15,177.58279418945312,178.09757638122178,177.17772368875356,177.26211927833887,99529300
2015-04-16,177.53216552734375,178.0469477293797,177.04269942729653,177.2452411201655,68934900
2015-04-17,175.48992919921875,176.5701258736616,174.69665694958974,176.3253992470757,191113200
2015-04-20,177.09335327148438,177.43090989934362,176.3422788290816,176.42666154756645,92189500
2015-04-21,176.88238525390625,177.94570026958374,176.5785791241469,177.78535635707732,72559800
2015-04-22,177.75161743164062,177.9372774606506,176.29165330561108,177.22838786035732,78264600
2015-04-23,178.1988983154297,178.85714287286254,177.22840029985707,177.34654642870495,102585900
2015-04-24,178.6123809814453,178.88243660043184,178.15667822060635,178.62082826763904,61327400
2015-04-27,177.8697509765625,179.3128204272497,177.6756436746185,179.18623990594747,79358100
2015-04-28,178.43515014648438,178.4857823506675,176.6545113299407,177.84441963608208,86863500
2015-04-29,177.70098876953125,178.3085882038387,176.88240031898712,177.53219755654192,125684900
2015-04-30,175.9202880859375,177.5152666257088,175.21139871951695,177.11863059249438,161304900
2015-05-01,177.82754516601562,177.86974296353551,176.61232070841828,176.7135851208981,103399700
2015-05-04,178.33392333984375,178.92465397480166,178.14826330071952,178.25796214059324,70927200
2015-05-05,176.29165649414062,178.45206297288033,176.14819426494023,178.0891773179933,113326200
2015-05-06,175.56591796875,177.1608972444301,174.4857210453774,176.8486566441161,135060200
2015-05-07,176.26632690429688,176.69672643593665,175.12706356768948,175.4646202132856,88244900
2015-05-08,178.5870361328125,178.78957781445288,177.87815956250907,177.96255514909888,155877300
2015-05-11,177.73468017578125,178.81487661946588,177.65873188137155,178.5448339470234,75708100
2015-05-12,177.2030487060547,177.75159431204068,176.0553381655273,176.89080818740524,119727600
2015-05-13,177.23680114746094,178.24948382609398,177.0005089516785,177.61655554232846,94667900
2015-05-14,179.08497619628906,179.17780620459754,177.98789779181467,178.26638781674006,95934000
2015-05-15,179.27906799316406,179.42253020808974,178.78960185443864,179.27906799316406,76510100
2015-05-18,179.83604431152344,180.08920534617417,179.042772064391,179.1102859659512,74549700
2015-05-19,179.77700805664062,180.23272378253543,179.49008356372207,179.95423370048042,72114600
2015-05-20,179.650390625,180.40989950960633,179.32970280054107,179.8782355642056,76857500
2015-05-21,180.17355346679688,180.38452952472053,179.33808364171483,179.50687478961908,64764600
2015-05-22,179.74319458007812,180.20733167730648,179.6756806859274,179.78537949658352,57433500
2015-05-26,177.81060791015625,179.67564181129475,177.38865582072685,179.24524243882502,124308600
2015-05-27,179.4984588623047,179.73475105830008,177.86128230650874,178.27480008798017,93214000
2015-05-28,179.29595947265625,179.40565830360921,178.5955171778227,179.18624776474226,74974600
2015-05-29,178.18197631835938,179.27060733960124,177.91193360362377,179.22842242073833,124919600
2015-06-01,178.54489135742188,179.1946885878099,177.74317173544972,178.85713191947747,93338800
2015-06-02,178.36770629882812,179.06814877801781,177.44785322302266,178.08078177780035,91531000
2015-06-03,178.8402557373047,179.47318416766475,178.3423551292256,178.90776964844517,87820900
2015-06-04,177.3296661376953,178.7896173948003,177.00897829001065,178.12293847020274,151882800
2015-06-05,177.02584838867188,177.70940896493315,176.35915663079095,177.17774501585856,121704700
2015-06-08,175.93719482421875,177.0680365653125,175.86124651475302,176.91612706942115,89063300
2015-06-09,175.911865234375,176.46041080692285,175.27050254201387,175.911865234375,105034700
2015-06-10,178.02169799804688,178.40989983486998,176.62926036169728,176.68832699603928,134551300
2015-06-11,178.59547424316406,178.9836630168352,178.2325886918197,178.46888086978248,73876400
2015-06-12,177.22837829589844,178.46891893326188,176.9498882674127,177.7600422481858,135382400
2015-06-15,176.46888732910156,176.7558117959774,175.35492710199028,176.0722511461418,124384200
2015-06-16,177.4309539794922,177.51534959590384,176.13978088556541,176.3169936522815,85308200
2015-06-17,177.71780395507812,178.33386336725056,176.679805268656,177.71780395507812,126708600
2015-06-18,179.56600952148438,180.0385940102302,177.75161988570056,178.32546880004577,165867900
2015-06-19,178.76890563964844,179.39643741571373,178.38730389917083,179.3201196555382,130478700
2015-06-22,179.68470764160156,180.27831162176682,179.47270529585708,179.70167145234808,70696000
2015-06-23,179.8118896484375,180.1511011385517,179.41333717439565,179.89669575586487,68476800
2015-06-24,178.50596618652344,179.9221402324964,178.48052694147447,179.54053861716642,92307300
2015-06-25,177.9632568359375,179.14198940842564,177.88693909388212,179.01479317166667,97107400
2015-06-26,177.92938232421875,178.573864968632,177.36969287692318,178.32793493591132,104174800
2015-06-29,174.1981201171875,177.9378453362363,174.1218023632311,176.42838937319326,202621300
