Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,62.38706970214844,62.4172637718288,62.21345524121886,62.22100519837144,2218800
2015-01-05,62.56825256347656,62.59089668476338,62.42483211675054,62.455026198110346,5820100
2015-01-06,62.749427795410156,62.93813653433902,62.67394545162534,62.67394545162534,3887600
2015-01-07,62.78716278076172,62.86264511364743,62.68903632390358,62.756968695820866,2433400
2015-01-08,62.68902587890625,62.73431411930536,62.62863771908617,62.73431411930536,1873400
2015-01-09,62.79470443725586,62.870186760159186,62.65128399248708,62.65883395245704,1646100
2015-01-12,62.87773513793945,62.90037925834745,62.802247058003545,62.8399910979715,4397900
2015-01-13,62.9381217956543,63.00605992040463,62.82490118595763,62.88528359148507,2223400
2015-01-14,63.08148956298828,63.194715837054524,63.06639541394562,63.13432772302885,2481200
2015-01-15,63.360809326171875,63.37590348213617,63.06642433396166,63.06642433396166,4214500
2015-01-16,63.172142028808594,63.29291263231986,63.089109719361,63.26271854170856,3631300
2015-01-20,63.10417556762695,63.27779007100011,63.08153144956336,63.17965788081606,3029500
2015-01-21,62.98342514038086,63.25516616182308,62.97587517897047,63.247616200412686,2473900
2015-01-22,62.998512268066406,63.12683280304521,62.9305798997597,63.12683280304521,2157400
2015-01-23,63.20230484008789,63.23249315682481,63.11172261308386,63.1343667301021,6255000
2015-01-26,63.12682342529297,63.21740566184476,63.0890851459285,63.202311501885305,7810500
2015-01-27,63.16457748413086,63.32309210404476,63.12683343984691,63.300447981047434,1154100
2015-01-28,63.39104080200195,63.474067347192076,63.119299762857814,63.13439392772868,1394600
2015-01-29,63.32303237915039,63.38342048947492,63.2249060190684,63.36077638783502,1551300
2015-01-30,63.67029571533203,63.67029571533203,63.48913702850714,63.55706937646741,10474400
2015-02-02,63.59466552734375,63.670300272544566,63.466085883446254,63.496335165077646,6070500
2015-02-03,63.39802551269531,63.52660518689175,63.36020524590223,63.48122548319007,1237200
2015-02-04,63.42068099975586,63.42824620312774,63.201336266446496,63.26941155567463,2945700
2015-02-05,63.2845573425293,63.35263265450924,63.23917764825021,63.299687754329874,2128200
2015-02-06,62.87614440917969,63.095489291243204,62.86101976273817,63.06523422779686,2907700
2015-02-09,62.853450775146484,62.99716087523517,62.82319571351924,62.98203045914006,1384600
2015-02-10,62.739933013916016,62.80800827716142,62.7021185526083,62.77775324578093,1447900
2015-02-11,62.739933013916016,62.81557347764585,62.694553352123876,62.77775324578093,1904000
2015-02-12,62.77025604248047,62.85345602626563,62.74756618700514,62.77025604248047,4662900
2015-02-13,62.6265754699707,62.800534941681015,62.6265754699707,62.800534941681015,1883000
2015-02-17,62.376930236816406,62.62653010208902,62.354240389166435,62.61139968994807,5281500
2015-02-18,62.55088424682617,62.64164940024512,62.39204955626373,62.467684298832374,3813000
2015-02-19,62.49794387817383,62.63408873288596,62.47525403081537,62.581143832195764,1322700
2015-02-20,62.513057708740234,62.68701700605388,62.422292572820176,62.58869243672703,3145800
2015-02-23,62.641639709472656,62.69458459813614,62.58869482080918,62.62651507152312,3952700
2015-02-24,62.8988151550293,62.9441948469672,62.53576030784299,62.64165010273878,2542200
2015-02-25,62.95927429199219,62.974404692150785,62.838259943507815,62.89120480294914,4934600
2015-02-26,62.78537368774414,62.959333058042986,62.7778084806035,62.88369829832339,2187500
2015-02-27,62.83833312988281,62.86102298599019,62.724878078782346,62.80051285599479,4094400
2015-03-02,62.635223388671875,62.90046515766815,62.62006341225099,62.870150986663305,2476100
2015-03-03,62.55942153930664,62.68067240405766,62.544261567565805,62.62004408076458,2648100
2015-03-04,62.55942153930664,62.642784038375844,62.529107377660104,62.597309904988464,1425400
2015-03-05,62.597328186035156,62.65795652703425,62.521545650704695,62.5745940036197,1340800
2015-03-06,62.23359298706055,62.377578123506275,62.165384632458675,62.377578123506275,1580000
2015-03-09,62.309356689453125,62.369985034782566,62.2790425167884,62.354825057531585,1982300
2015-03-10,62.551849365234375,62.559429352051424,62.46848685575444,62.48364104755267,3766100
2015-03-11,62.620059967041016,62.66553411196487,62.52912324086652,62.55185742241014,4829700
2015-03-12,62.66554260253906,62.817107687923226,62.63522842909475,62.801953492119765,8421500
2015-03-13,62.60488510131836,62.726135956793165,62.582150927281496,62.60488510131835,2114500
2015-03-16,62.72615432739258,62.80194263882448,62.650371797797064,62.764048483108525,1203700
2015-03-17,62.77915954589844,62.77915954589844,62.703377068366834,62.733691215745964,1471300
2015-03-18,63.16570281982422,63.16570281982422,62.726156041587274,62.84741271772293,5534300
2015-03-19,62.97624588012695,63.14297092493238,62.938357503840024,63.12781673078496,1208100
2015-03-20,63.14295196533203,63.15053195104812,63.01412111733366,63.01412111733366,1011200
2015-03-23,63.173301696777344,63.18088168676143,63.067204964353294,63.173301696777344,1572700
2015-03-24,63.27934265136719,63.31723678604738,63.150511844387594,63.21114014714264,2300500
2015-03-25,63.180824279785156,63.3551234181805,63.16566431359154,63.3551234181805,1559900
2015-03-26,62.97624588012695,63.09750256065335,62.91561753986376,63.089922572661266,2342500
2015-03-27,63.036895751953125,63.120258302830045,62.99900158088589,63.036895751953125,6542300
2015-03-30,63.11265563964844,63.142969809244406,63.05960728831465,63.12781561536475,1634800
2015-03-31,63.180824279785156,63.23387259779674,63.08230184502576,63.127775961773565,1996000
2015-04-01,63.43227767944336,63.46266145523375,63.31074257628179,63.325937361733324,3132700
2015-04-02,63.348716735839844,63.46265443366948,63.32593035529632,63.455057041784286,791200
2015-04-06,63.401878356933594,63.50821864856801,63.34111082025356,63.50062125770519,1768800
2015-04-07,63.43981170654297,63.45500647820551,63.29549614639328,63.34866625699736,977400
2015-04-08,63.39432144165039,63.45508901712889,63.303170078432636,63.439894225701785,3470700
2015-04-09,63.257564544677734,63.409483404722565,63.1967970006598,63.409483404722565,1025400
2015-04-10,63.227149963378906,63.33349021603689,63.196766206175326,63.31070384691149,4290100
2015-04-13,63.242374420166016,63.31073355962424,63.19679586541534,63.27275819162918,6046400
2015-04-14,63.35631561279297,63.49303389925875,63.348718220729694,63.44746113710349,1398100
2015-04-15,63.41706848144531,63.48543341021484,63.394282103559256,63.46264703232879,1022400
2015-04-16,63.401878356933594,63.47023748936518,63.33351342939074,63.4322621252736,1289900
2015-04-17,63.508235931396484,63.54621710093533,63.34872545053643,63.38670082496244,1693900
2015-04-20,63.43981170654297,63.49298181714704,63.36385523355249,63.46260386403679,2463600
2015-04-21,63.36392593383789,63.439882491579276,63.31835315821584,63.40950450457383,1788000
2015-04-22,63.12844467163086,63.34872269613023,63.12844467163085,63.34112530353023,1501300
2015-04-23,63.24995422363281,63.32591653568334,63.151211331122205,63.18919248714747,5518000
2015-04-24,63.348716735839844,63.40948428069725,63.295546582867615,63.33352195206947,1597900
2015-04-27,63.303138732910156,63.379101062201855,63.25756597142482,63.379101062201855,1591400
2015-04-28,63.10566329956055,63.265173786150285,63.09046851315407,63.2499789997438,1217700
2015-04-29,62.90816879272461,62.98412533597751,62.832212249471716,62.91576618558374,1905200
2015-04-30,62.97654342651367,62.97654342651367,62.718284185588004,62.80943552858183,4229900
2015-05-01,62.785526275634766,62.88445895406185,62.72464194756467,62.83118661856279,7173200
2015-05-04,62.69417190551758,62.86160083013572,62.678953733391616,62.83877066882352,1190000
2015-05-05,62.59526824951172,62.724643094339164,62.511553748447085,62.724643094339164,4175700
2015-05-06,62.42020034790039,62.5571871263887,62.36692803439087,62.5571871263887,3938900
2015-05-07,62.549591064453125,62.595251395922034,62.46587658592838,62.481094761002126,3602900
2015-05-08,62.717037200927734,62.82358187437161,62.671371050702334,62.77030953764967,1735900
2015-05-11,62.3897819519043,62.64853160446391,62.34411580843914,62.5952592756282,929200
2015-05-12,62.31365966796875,62.42781629164773,62.21472702411208,62.29082950448237,2139600
2015-05-13,62.28322219848633,62.52675944398143,62.25278584904695,62.48870529781095,2372000
2015-05-14,62.40498352050781,62.450643845572614,62.32888104331754,62.36692937878926,1485300
2015-05-15,62.65615463256836,62.686596798157865,62.511555797580534,62.52677978349999,1402700
2015-05-18,62.42780685424805,62.60284775826062,62.420194865487616,62.60284775826062,3747700
2015-05-19,62.29082489013672,62.38215134356408,62.22233440475117,62.25277655589363,4856500
2015-05-20,62.29082489013672,62.37453935421681,62.23755257719908,62.3136550519319,4097400
2015-05-21,62.488704681396484,62.52675882719159,62.36693605985011,62.40499020564521,2314100
2015-05-22,62.450653076171875,62.473483242078714,62.33650224663766,62.450653076171875,816600
2015-05-26,62.60285186767578,62.640900201483106,62.42781095217306,62.450641113706766,1178300
2015-05-27,62.6332893371582,62.66372567943058,62.51152074308417,62.61806535977588,2564500
2015-05-28,62.640899658203125,62.69417197006861,62.595239335531716,62.656123636591275,1073300
2015-05-29,62.66372299194336,62.75504943358212,62.62567466261162,62.7246072863692,2494300
2015-06-01,62.454776763916016,62.675923798142485,62.42427312285292,62.675923798142485,1362800
2015-06-02,62.279380798339844,62.40139535968493,62.22600088224499,62.378519083926356,1510000
2015-06-03,62.004852294921875,62.17261940356765,61.93622346937099,62.16499203918165,1390000
2015-06-04,62.157386779785156,62.233642989703355,62.073503203482375,62.088752118275664,1111300
2015-06-05,61.91336441040039,62.035373184631446,61.844729747789934,61.97436588852793,4115300
2015-06-08,61.989688873291016,62.0278141118503,61.94393625982693,61.9744341234814,4954500
2015-06-09,61.806602478027344,61.92098388191477,61.77609883099877,61.92098388191477,2883300
2015-06-10,61.67694091796875,61.768451829965244,61.638815734783996,61.70744455530092,1222800
2015-06-11,61.96672439575195,61.97434594182989,61.722701107853766,61.768453656217766,1815900
2015-06-12,61.920997619628906,62.08876480651879,61.859996130013826,61.89812133377612,1785100
2015-06-15,61.92860794067383,62.096375081382966,61.91335902696185,62.05824407013981,2082900
2015-06-16,62.088748931884766,62.088748931884766,61.94386388586845,62.02774163989075,2250700
2015-06-17,62.11161422729492,62.12686895658339,61.84471464449242,62.05823431073443,865700
2015-06-18,62.0659065246582,62.10403755745856,61.92101558159134,62.050657602325316,1210300
2015-06-19,62.24127197265625,62.26414825442828,62.15738839417479,62.187892042529505,1176700
2015-06-22,61.94384002685547,62.14210492250664,61.928585300744864,62.088725017066196,1020000
2015-06-23,61.79896545410156,61.94385630035043,61.76846181183997,61.79896545410157,1096000
2015-06-24,61.91336441040039,61.943868058452146,61.82948083275205,61.88286076234863,6836900
2015-06-25,61.829471588134766,61.92097670063241,61.79896794464385,61.8904788751166,2894500
2015-06-26,61.71506881713867,61.75319981638078,61.654061545540756,61.72269618058182,963000
2015-06-29,62.02775573730469,62.07351412568778,61.82949072022664,61.91337431128924,2168400
2015-06-30,61.96672439575195,62.13449149705211,61.951469667647885,61.96672439575195,1547800
2015-07-01,61.81623840332031,61.91557018400626,61.76275116300142,61.793316133136784,5399300
2015-07-02,61.96903991699219,62.030169839992645,61.938474955491955,61.938474955491955,1060100
2015-07-06,62.182979583740234,62.228829934017035,62.060725585564185,62.228829934017035,2210700
2015-07-07,62.24413299560547,62.481004214391184,62.24413299560547,62.41988010706277,4183200
2015-07-08,62.41984558105469,62.473332788926704,62.32050803095779,62.38163793414535,1967800
2015-07-09,62.21354675292969,62.33580658512258,62.18298179488146,62.32052119126364,1670900
2015-07-10,61.92317581176758,62.014870667277755,61.85440321271782,61.90789042101497,2038300
2015-07-13,61.77797317504883,61.90023294168155,61.770330482217645,61.785615867880004,2846500
2015-07-14,61.89263153076172,61.94611875692247,61.86206656871694,61.89263153076172,1567700
2015-07-15,62.06834030151367,62.09126255148388,61.87731377887284,61.90023602884305,2631000
2015-07-16,62.06834030151367,62.10654210824175,61.9308009720256,61.94608052878346,1063100
2015-07-17,62.076011657714844,62.13714157804691,62.04544669754881,62.08365435517387,807900
2015-07-20,61.9919548034668,62.06072741607574,61.95375297839038,62.03780515509597,1026900
2015-07-21,62.10654830932617,62.14475594953595,61.969008966105356,61.98429435405623,1422900
2015-07-22,62.12947463989258,62.221169484614634,62.12183777508325,62.1371173343697,1624100
2015-07-23,62.27466583251953,62.30523078524911,62.11420420294076,62.1600487172008,1178400
2015-07-24,62.31289291381836,62.35873744237552,62.27468525357375,62.34345204640949,804300
2015-07-27,62.43512725830078,62.44276995387539,62.358717791560586,62.4198476968202,2022800
2015-07-28,62.32815933227539,62.38928924390351,62.32051663590457,62.358724288089455,1434700
2015-07-29,62.27466583251953,62.33579573797868,62.2288213182595,62.32815304237912,1020500
2015-07-30,62.29759216308594,62.33579981391334,62.22882538719945,62.25939034192756,788000
2015-07-31,62.511573791503906,62.52685919171666,62.44280697956279,62.48865152085687,1589100
2015-08-03,62.656272888183594,62.67158408330495,62.510790246709995,62.556729673812,2085800
2015-08-04,62.44186019897461,62.61796517172661,62.426543167243835,62.60265398173182,1007300
